188	-45.5	12.5	25	1	1	   
189	-1	7	19	1	1	   
190	-11.5	11	9	2	1	   
191	-41.5	19.5	10	1	1	   
192	51	10.5	-1	1	1	   
193	-6.5	5	2	1	1	   
194	-83.5	3	-2	1	1	   
195	-38.5	4	8	0	1	   
196	-29	4	24	1	1	   
197	-40.5	7	15	1	1	   
198	-17.5	9	16	1	1	   
199	-81.5	11	3	2	1	   
200	42	17.5	21	2	1	   
201	-13.5	11	6	2	1	   
202	-7	8	26	1	1	   
203	20	15.5	18	1	1	   
204	32	15	28	0	1	   
205	-74.5	10	3	1	1	   
206	-53.5	4	11	1	1	   
207	-39	9	6	1	1	   
208	-84.5	3	8	0	1	   
209	-82.5	-1	9	2	1	   
210	-15.5	17	6	1	1	   
211	-11	6	28	0	1	   
212	35	12.5	30	0	1	   
213	-17	0	16	1	1	   
214	-56.5	18	10	1	1	   
215	-69	1	18	1	1	   
216	24	8	21	0	1	   
217	-17	3	14	1	1	   
218	9	17	25	1	1	   
219	-41.5	1	4	0	1	   
220	-81.5	7	9	0	1	   
221	-62.5	9	8	2	1	   
222	-62.5	9	8	1	1	   
223	48	13.5	23	0	1	   
224	49	21.5	43	1	1	   
225	-77	3	23	1	1	   
226	-19	8	13	0	1	   
227	-8	13	20	0	1	   
228	23	34	40	1	1	   
229	47	24	37	1	1	   
230	-55.5	15	6	2	1	   
231	-36	4	24	2	1	   
232	15	8	0	1	1	   
233	29	30	46	0	1	   
234	-27	7	2	2	1	   
235	-67.5	7	11	1	1	   
236	-31.5	5	6	1	1	   
237	-85.5	2	7	1	1	   
238	-53.5	-1	7	1	1	   
239	40	26.5	4	1	1	   
240	13	11	1	2	1	   
241	19	27	47	1	1	   
242	23	7	-2	0	1	   
243	-50	11	7	1	1	   
244	-75.5	6	9	1	1	   
245	-24	7	4	1	1	   
246	-22	3	11	1	1	   
247	14	27.5	6	2	1	   
248	-24	17	18	1	1	   
249	-42	12	25	1	1	   
250	-42	12	25	1	1	   
251	-40.5	-6	6	1	1	   
252	-40.5	-6	6	1	1	   
253	-44	-4	6	1	1	   
254	23	-1	-5	1	1	   
255	8	27	38	2	1	   
256	-19.5	10	30	2	1	   
257	-10	8	21	1	1	   
258	-0.5	9	5	1	1	   
259	-66.5	4	11	1	1	   
260	-68.5	0	12	0	1	   
261	-58	13	-2	2	1	   
262	2	13	36	2	1	   
263	17	44	33	1	1	   
264	24	28.5	33	2	1	   
265	-26	24	7	1	1	   
266	-19.5	9	12	1	1	   
267	-57.5	10	15	2	1	   
268	17	14	2	1	1	   
269	-42.5	-2	5	1	1	   
270	-17.5	2	4	0	1	   
271	-8.5	7	20	2	1	   
272	16	14	8	2	1	   
273	-44.5	2	8	2	1	   
274	-12	5	10	2	1	   
275	28	26	11	2	1	   
276	-28.5	19	26	2	1	   
277	2.5	5	16	4	1	   
278	-43.5	5	8	1	1	   
279	-55	2	10	1	1	   
280	-71.5	-1	13	1	1	   
281	26	8	23	1	1	   
282	22	4	4	1	1	   
283	-38	3	17	1	1	   
284	36	27.5	-2	2	1	   
285	-50	15	17	1	1	   
286	-57	10	14	1	1	   
287	-67.5	11	16	1	1	   
288	0	6	10	1	1	   
289	-44	-1	2	0	1	   
290	28	28	6	0	1	   
291	9	15	18	1	1	   
292	-5.5	4	1	2	1	   
293	15	19	13	1	1	   
294	-40.5	3	1	2	1	   
295	-68.5	17	3	2	1	   
296	11	22.5	31	2	1	   
297	-45.5	0	4	2	1	   
298	-45.5	0	4	2	1	   
299	22	3	-4	2	1	   
300	13	9	17	4	1	   
301	-65.5	21	3	2	1	   
302	-2	29	24	1	1	   
303	40	20	14	2	1	   
304	27	22.5	14	2	1	   
305	-23	9	5	1	1	   
306	6	14	31	2	1	   
307	-66.5	10	20	2	1	   
308	19	17	21	2	1	   
309	31	39	17	1	1	   
310	-14.5	14.5	19	2	1	   
311	31	24.5	11	2	1	   
312	-20.5	22.5	5	2	1	   
313	-19.5	12.5	-2	2	1	   
314	20	12.5	-1	1	1	   
315	-55	-1	4	3	1	   
316	-53	5	16	1	1	   
317	18	20	7	2	1	   
318	34	7	1	3	1	   
319	18	10.5	14	2	1	   
320	-71.5	0	3	1	1	   
321	-20.5	14	7	1	1	   
322	-10	4	12	0	1	   
323	-34	8	10	3	1	   
324	-41.5	9	11	1	1	   
325	-2	25	40	2	1	   
326	17	20.5	37	2	1	   
327	-1.5	15	36	3	1	   
328	24	12.5	1	1	1	   
329	16	15	25	3	1	   
330	-71.5	5	-2	0	1	   
331	33	25	19	0	1	   
332	24	5.5	3	1	1	   
333	-52	6	13	2	1	   
334	-34.5	4	10	2	1	   
335	-59.5	8	21	2	1	   
336	26	12	17	1	1	   
337	21	28.5	21	1	1	   
338	-2	16	2	1	1	   
339	20	17.5	5	2	1	   
340	17	18	11	1	1	   
341	70	17	46	1	1	   
342	70	17	46	2	1	   
343	-31.5	15.5	25	1	1	   
344	-37.5	4	7	1	1	   
345	48	12	6	1	1	   
346	-8	23	55	4	1	   
347	-42	5	9	2	1	   
348	-61	8	13	2	1	   
349	7	7	6	2	1	   
350	23	13.5	9	1	1	   
351	11	20	27	2	1	   
352	19	2.5	-6	2	1	   
353	-36	6	16	2	1	   
354	44	14	20	2	1	   
355	11	6	24	2	1	   
356	-45	9	15	1	1	   
357	-57.5	4	13	1	1	   
358	19	12.5	-1	2	1	   
359	-5	10	22	2	1	   
360	2.5	6	2	1	1	   
361	87	17.5	-2	1	1	   
362	19	17.5	2	2	1	   
363	13.5	15	0	2	1	   
364	-6.5	16	11	3	1	   
365	14.5	12.5	46	2	1	   
366	-4	19	34	1	1	   
367	88	9.5	0	1	1	   
368	-69	9	9	2	1	   
369	-34	9	3	1	1	   
370	18	36.5	9	1	1	   
371	26	24.5	23	4	1	   
372	63	20	29	1	1	   
373	-33.5	11	16	2	1	   
374	3.5	6	15	1	1	   
375	27	10.5	-1	1	1	   
376	81	30.5	25	2	1	   
377	64	29	41	2	1	   
378	35	20.5	-1	3	1	   
379	34	17	30	2	1	   
380	-30.5	20.5	58	1	1	   
381	34.5	26.5	19	1	1	   
382	18	27.5	56	3	1	   
383	-74.5	7	31	2	1	   
384	3	39	77	1	1	   
385	-5	39	78	1	1	   
386	-51	4	3	1	1	   
387	-79.5	3	-1	2	1	   
388	-79.5	15	10	2	1	   
389	19	5.5	-4	2	1	   
390	51	17	38	2	1	   
391	15	33	17	2	1	   
392	66	21.5	32	1	1	   
393	-65	6	-2	2	1	   
394	7	22	56	1	1	   
395	83	12.5	35	2	1	   
396	9.5	10	7	1	1	   
397	-54	11	37	1	1	   
398	23	17.5	-2	3	1	   
399	80	33.5	13	1	1	   
400	-67.5	23	33	2	1	   
401	-19.5	28	7	2	1	   
402	11	25	24	1	1	   
403	23	18	16	2	1	   
404	9	14.5	9	1	1	   
405	-67.5	21	12	1	1	   
406	-42.5	19	12	0	1	   
407	38	26.5	41	2	1	   
408	-45.5	36.5	28	2	1	   
409	0	24	13	2	1	   
410	0.5	5	19	2	1	   
411	14	21.5	6	2	1	   
412	29	17	19	1	1	   
413	-15	14	27	1	1	   
414	10	21.5	32	1	1	   
415	19	14.5	-1	3	1	   
416	-51	20	11	1	1	   
417	-65.5	21	10	0	1	   
418	-63.5	15	12	1	1	   
419	-70.5	19	10	2	1	   
420	18	35.5	22	2	1	   
421	13	9	24	1	1	   
422	35	17	20	2	1	   
423	-67.5	8	9	1	1	   
424	23	12	26	2	1	   
425	-28.5	32	25	2	1	   
426	27	40	4	2	1	   
427	21	14	20	2	1	   
428	29	20	47	3	1	   
429	21	15	22	2	1	   
430	5	18.5	41	1	1	   
431	-28	10	6	1	1	   
432	25	28	21	1	1	   
433	-39.5	13	9	1	1	   
434	-76.5	4	15	1	1	   
435	-72	12	15	2	1	   
436	10	19.5	-2	2	1	   
437	-62	9	14	1	1	   
438	-76.5	4	18	1	1	   
439	-65.5	7	17	2	1	   
440	-46	22	7	1	1	   
441	34	16	7	3	1	   
442	-53.5	6	8	2	1	   
443	31	10	8	1	1	   
444	-73.5	9	14	0	1	   
445	-45	15	11	1	1	   
446	-70.5	7	14	1	1	   
447	-12.5	16	14	2	1	   
448	-19.5	9	26	1	1	   
449	-3	6	29	2	1	   
450	-17	10	27	3	1	   
451	-40.5	25	24	1	1	   
452	21	21	45	0	1	   
453	28	18	24	3	1	   
454	0	17	35	2	1	   
455	-3	22	8	3	1	   
456	11	14	18	2	1	   
457	27	33	25	1	1	   
458	17	45	38	2	1	   
459	3	12	14	1	1	   
460	0.5	31	13	2	1	   
461	7	26	12	3	1	   
462	22	42	25	1	1	   
463	11	24.5	3	1	1	   
464	-22.5	13	29	1	1	   
465	-77.5	9	16	1	1	   
466	31	23.5	22	1	1	   
467	18	9.5	1	2	1	   
468	-73.5	10	9	2	1	   
469	16	23.5	23	1	1	   
470	18	13	10	2	1	   
471	6	15	28	1	1	   
472	16	9.5	6	2	1	   
473	-20	4	11	1	1	   
474	-54.5	7	0	2	1	   
475	6	34	40	2	1	   
476	13	13.5	63	2	1	   
477	-25.5	29	18	2	1	   
478	-44.5	3	21	1	1	   
479	29	7.5	-2	1	1	   
480	-77.5	11	13	1	1	   
481	25	11	59	2	1	   
482	-64	4	9	2	1	   
483	33	18	36	1	1	   
484	21	48	3	2	1	   
485	-71.5	3	17	1	1	   
486	47	15.5	1	2	1	   
487	44	5	71	2	1	   
488	-54	4	10	2	1	   
489	-54	4	10	1	1	   
490	27	18	8	2	1	   
491	39	27.5	7	1	1	   
492	-72.5	3	18	1	1	   
493	19	20	14	3	1	   
494	3	31	2	2	1	   
495	-19.5	13	6	2	1	   
496	-59.5	10	18	2	1	   
497	-7	16.5	28	1	1	   
498	-81.5	0	19	2	1	   
499	-51.5	-3	12	1	1	   
500	-68	0	10	2	1	   
501	-24.5	13	28	1	1	   
502	-15.5	28	59	1	1	   
503	21	5	-3	2	1	   
504	-63	9	10	1	1	   
505	8	20	-2	0	1	   
506	-74.5	1	14	0	1	   
507	13	20.5	14	1	1	   
508	-26.5	13	15	3	1	   
509	8	31	9	2	1	   
510	-7	11.5	22	3	1	   
511	4	18.5	16	1	1	   
512	-55.5	3	12	1	1	   
513	14	10	2	2	1	   
514	-3	24	4	1	1	   
515	77	-4	-27	3	1	   
516	4	28	-1	2	1	   
517	-63	18	14	1	1	   
518	6	19	37	3	1	   
519	16	17	11	1	1	   
520	6	21	10	2	1	   
521	15	27.5	-4	2	1	   
522	8	32	-3	2	1	   
523	-25	1	39	5	1	   
524	16	14	11	1	1	   
525	-6.5	27	29	1	1	   
526	-2.5	37	41	1	1	   
527	-54.5	16	18	2	1	   
528	42	11	19	2	1	   
529	22	9.5	7	2	1	   
530	18	12.5	-3	2	1	   
531	-18.5	12.5	1	2	1	   
532	-11.5	16.5	37	2	1	   
533	-18.5	12.5	1	2	1	   
534	14.5	13	17	3	1	   
535	46	37	13	3	1	   
536	21.5	30.5	46	2	1	   
537	15	37	5	1	1	   
538	0.5	27	10	1	1	   
539	24	14	51	2	1	   
540	6.5	4	4	1	1	   
541	11	24	5	1	1	   
542	12	2	12	1	1	   
543	37	18.5	21	3	1	   
544	-55.5	2	24	1	1	     
545	-22.5	13.5	24	1	1	   
546	3	22	18	2	1	   
547	-29	13	8	2	1	   
548	16	26	42	1	1	   
549	-6.5	9.5	3	2	1	   
550	36	14	22	2	1	   
551	25	20.5	14	1	1	   
552	26	19	6	1	1	   
553	27	10	4	4	1	   
554	26	6	5	2	1	   
555	2	7	5	2	1	   
556	12	15	10	2	1	   
557	5.5	7	1	1	1	   
558	21	17.5	8	2	1	   
559	-6.5	9.5	4	2	1	   
560	-62.5	5	5	2	1	   
561	32	5.5	-2	2	1	   
562	-48	5	13	2	1	   
563	-27	8	6	1	1	   
564	21	23	-5	1	1	   
565	-16.5	16	30	1	1	   
566	-19	16	19	1	1	   
567	13	29	25	2	1	   
568	15	21	2	2	1	   
569	-17.5	5.5	0	2	1	   
570	21.5	12	19	2	1	   
571	4.5	8	2	2	1	   
572	-15.5	8.5	6	1	1	   
573	27	13.5	31	2	1	   
574	49	21	55	2	1	   
575	31	12	27	1	1	   
576	-29	11	17	1	1	   
577	22	25.5	22	1	1	   
578	37	24	22	2	1	   
579	-5.5	17.5	9	2	1	   
580	26	32.5	8	2	1	   
581	14	36.5	55	3	1	   
582	7	28	19	2	1	   
583	17	13	13	3	1	   
584	-16.5	8.5	1	1	1	   
585	-60.5	9	12	1	1	   
586	14	9.5	1	3	1	   
587	13	19.5	0	2	1	   
588	14	12.5	19	2	1	   
589	8	17	46	1	1	   
590	25	16.5	38	4	1	   
591	8	17.5	81	2	1	   
592	4	13.5	65	3	1	   
593	18	7	-3	3	1	   
594	-44.5	3	15	1	1	   
595	-40	4	10	3	1	   
596	11	6	10	1	1	   
597	-25	21	13	1	1	   
598	87	12.5	30	1	1	   
599	79	23.5	51	3	1	   
600	-46.5	18	3	1	1	   
601	-46.5	18	3	2	1	   
602	13	30	-4	2	1	   
603	75	27.5	33	2	1	   
604	-17.5	23.5	51	2	1	   
605	-17.5	23.5	51	2	1	   
606	-41	-3	18	2	1	   
607	-44	-3	17	3	1	   
608	8	21.5	61	2	1	   
609	-56	-4	-45	2	1	   
610	20	13.5	1	2	1	   
611	46	20	29	3	1	   
612	26	6	9	2	1	   
613	-71.5	11	26	2	1	   
614	-72.5	10	30	3	1	   
615	-10.5	31	32	2	1	   
616	0.5	30	23	3	1	   
617	0.5	30	23	1	1	   
618	-6	21	47	0	1	   
619	14	42	49	1	1	   
620	-42	8	4	1	1	   
621	-12.5	6	9	2	1	   
622	-32.5	10	24	3	1	   
623	-83.5	11	9	1	1	   
624	-10.5	19	12	1	1	   
625	-47.5	3	8	1	1	   
626	-67.5	7	22	2	1	   
627	8	17	10	2	1	   
628	-49.5	7	15	1	1	   
629	-60	3	25	2	1	   
630	-8.5	6	13	2	1	   
631	20	19.5	26	3	1	   
632	-65.5	11	20	1	1	   
633	-69	1	21	1	1	    
634	-1	8	35	1	1	   
635	-47.5	-1	17	2	1	   
636	-32	9	16	2	1	   
637	-64.5	10	15	3	1	   
638	-64.5	10	15	1	1	   
639	-20.5	19.5	32	3	1	   
640	16	17	2	2	1	   
641	26	22.5	22	1	1	   
642	-14	9	28	3	1	   
643	10	24	-1	2	1	   
644	-1	33	23	1	1	   
645	16	11	15	1	1	   
646	19	21.5	46	2	1	   
647	1	24.5	49	2	1	   
648	15	8	17	2	1	   
649	-5.5	22	36	2	1	   
650	5	21	17	1	1	   
651	-2	19.5	32	3	1	   
652	24	15	61	1	1	   
653	-1.5	26	67	1	1	   
654	-2.5	-5	-21	1	1	   
655	-16.5	27.5	53	1	1	   
656	-19.5	16	16	2	1	   
657	-28	9	20	2	1	   
658	-8	20	62	3	1	   
659	-14.5	19.5	28	3	1	   
660	20	19.5	13	2	1	   
661	-35.5	17	36	1	1	   
662	16	16	38	2	1	   
663	-4	10	16	2	1	   
664	-4	10	16	2	1	   
665	-48	4	20	1	1	   
666	-72.5	19	18	1	1	   
667	-81.5	8	43	2	1	   
668	11	24	26	2	1	   
669	-23	6	34	2	1	   
670	-22	23	95	3	1	   
671	-15	11	36	2	1	   
672	21	21	42	1	1	   
673	-77.5	13	28	1	1	   
674	11.5	9.5	6	1	1	   
675	-3.5	21.5	8	2	1	   
676	-54.5	2	18	2	1	   
677	-26	9	37	1	1	   
678	-57.5	5	7	2	1	   
679	-76	6	17	3	1	   
680	18	23	92	3	1	   
681	-64.5	7	15	2	1	   
682	-80.5	8	22	2	1	   
683	11	18	6	7	1	   
684	22	3	-4	4	1	   
685	11	13	-1	3	1	   
686	8	12.5	-1	1	1	   
687	-72.5	19	18	2	1	   
688	34	33	32	2	1	   
689	0	22.5	19	1	1	   
690	-45	18	21	2	1	   
691	4	18	18	1	1	   
692	10	26.5	12	2	1	   
693	-64.5	5	13	2	1	   
694	-88.5	16	16	2	1	   
695	17	0	-2	1	1	   
696	23	21.5	42	2	1	   
697	8	11	17	2	1	   
698	13	15	11	3	1	   
699	-21	28	46	3	1	   
700	-11.5	33.5	18	2	1	   
701	12	31	-3	1	1	   
702	20	44.5	21	2	1	   
703	22	39	2	1	1	   
704	22	39	2	1	1	   
705	22	34	1	1	1	   
706	19.5	35	17	1	1	   
707	19	17.5	17	2	1	   
708	-18.5	17.5	14	3	1	   
709	19	14	0	2	1	   
710	-1	6	1	1	1	   
711	-27	-4	-38	2	1	   
712	44	16	17	2	1	   
713	30	9	-4	3	1	   
714	16	18.5	85	4	1	   
715	-51	7	26	1	1	   
716	20	36.5	10	1	1	   
717	10	4	17	2	1	   
718	12	42	28	1	1	   
719	-1	20	20	1	1	   
720	-0.5	9	4	2	1	   
721	46	19.5	37	2	1	   
722	22	22.5	22	2	1	   
723	-11.5	14.5	10	1	1	   
724	5	5	5	2	1	   
725	28	8	-1	4	1	   
726	49	17	19	2	1	   
727	-15.5	16.5	8	1	1	   
728	22	31	4	1	1	   
729	1	6	21	2	1	   
730	52	14	16	2	1	   
731	-24.5	9.5	41	2	1	   
732	5.5	12	29	2	1	   
733	20	8	18	1	1	   
734	28	11	19	2	1	   
735	31	46	21	2	1	   
736	20	24	3	1	1	   
737	22	25	19	1	1	   
738	22	8.5	2	1	1	   
739	-56.5	10	24	2	1	   
740	-16	7	24	2	1	   
741	-41	6	15	3	1	   
742	23	27	-4	2	1	   
743	43	14.5	37	2	1	   
744	60	5	-3	2	1	   
745	16	30	-2	1	1	   
746	-6	13	96	2	1	   
747	18	30	-3	3	1	   
748	2	13	102	2	1	   
749	2	13	102	0	1	   
750	39	11	55	1	1	   
751	2	21.5	76	1	1	   
752	-24	21	87	2	1	   
753	-3	11	81	1	1	   
754	-3	11	81	1	1	   
755	5	21	10	1	1	   
756	18	-4	-55	2	1	   
757	-18	39.5	52	1	1	   
758	49	25.5	57	1	1	   
759	46	28	70	2	1	   
760	-46.5	13	34	1	1	   
761	-78	17	30	1	1	   
762	-78.5	24	41	1	1	   
763	-87.5	14	28	2	1	   
764	-84.5	15	1	1	1	   
765	-33.5	17	12	1	1	   
766	1	32.5	46	5	1	   
767	4.5	4	31	4	1	   
768	3	10.5	31	1	1	   
769	-106.5	-3	10	2	1	   
770	3	-4	16	2	1	   
771	-21	13	41	3	1	   
772	15	-4	27	1	1	   
773	-50.5	7	38	1	1	   
774	6	-4	11	2	1	   
775	4	15.5	49	3	1	   
776	10.5	24.5	90	2	1	   
777	-57.5	3	25	2	1	   
778	-16	6	10	2	1	   
779	12	17	-2	2	1	   
780	9	-4	25	2	1	   
781	-69.5	7	17	1	1	   
782	-59	12	12	1	1	   
783	-69.5	7	17	1	1	   
784	-13	15	17	1	1	   
785	17	37	7	2	1	   
786	-12	23.5	27	2	1	   
787	-54	27	25	2	1	   
788	7	10	2	1	1	   
789	-14	14.5	19	3	1	   
790	-27.5	9.5	13	5	1	   
791	31	14.5	11	2	1	   
792	6	22	31	2	1	   
793	-68.5	14	8	2	1	   
794	8	15	12	2	1	   
795	-47.5	21	37	2	1	   
796	14	15	2	1	1	   
797	-1	27	40	1	1	   
798	-8	22	16	3	1	   
799	-16	15.5	50	2	1	   
800	-32.5	6.5	15	3	1	   
801	13	24	-4	1	1	   
802	16	27	-5	1	1	   
803	-11	30	28	1	1	   
804	11	23	11	1	1	   
805	4	10	11	1	1	   
806	1	-4	11	2	1	   
807	-101	12	20	2	1	   
808	-5	30	46	2	1	   
809	-24	9.5	13	2	1	   
810	-5	13	2	1	1	   
811	1	7	3	3	1	   
812	-111	12	24	2	1	   
813	5	25.5	59	1	1	   
814	-7	21	53	1	1	   
815	9	-4.5	-59	2	1	   
816	60	-4	-46	2	1	   
817	31	-4	-47	1	1	   
818	-84.5	21	19	3	1	   
819	-6	24	26	1	1	   
820	-43.5	5	13	1	1	   
821	-11	30.5	31	2	1	   
822	-80.5	7	37	1	1	   
823	-22	19.5	20	2	1	   
824	-15	23	61	1	1	   
825	-19	23	58	1	1	   
826	-20	28.5	7	1	1	   
827	-106	11	50	2	1	   
828	-18	6.5	7	2	1	   
829	-24	6	57	2	1	   
830	-30	6	55	1	1	   
831	-78	10	22	2	1	   
832	22	-4	48	2	1	   
833	-27	6	-1	1	1	   
834	-18	6.5	9	2	1	   
835	-72	12	34	2	1	   
836	-1	20.5	19	2	1	   
837	-18	4	1	1	1	   
838	-32	10	21	2	1	   
839	89	30	37	0	1	   
840	34	11	43	2	1	   
841	13	-4	40	2	1	   
842	-100	8	22	2	1	   
